mnis_id,given_name,family_name,display_name,party_mnis_id,party_name,party_membership_start_date,party_membership_end_date
69,Oliver,Heald,Sir Oliver Heald,4,Conservative,1992-04-09,2024-05-30
979,Denis,Healey,Lord Healey,15,Labour,1992-06-29,2015-10-03
400,John,Healey,John Healey,15,Labour,1997-05-01,
4528,James,Heappey,James Heappey,4,Conservative,2015-05-07,2024-05-30
195,Edward,Heath,Sir Edward Heath,4,Conservative,1950-02-23,
255,David,Heath,Mr David Heath,17,Liberal Democrat,1997-05-01,2015-03-30
257,David,Heathcoat-Amory,Mr David Heathcoat-Amory,4,Conservative,1983-06-09,
3977,Christopher,Heaton-Harris,Chris Heaton-Harris,4,Conservative,2010-05-06,2024-05-30
4524,Peter,Heaton-Jones,Peter Heaton-Jones,4,Conservative,2015-05-07,2019-11-06
713,Bentley,Heddle,John Heddle,4,Conservative,1979-05-03,
725,Eric,Heffer,Eric Heffer,15,Labour,1964-10-15,
1483,John,Hemming,John Hemming,17,Liberal Democrat,2005-05-05,2015-03-30
1130,James,Henderson,Barry Henderson,4,Conservative,1979-05-03,
522,Douglas,Henderson,Mr Doug Henderson,15,Labour,1987-06-11,
38,Ivan,Henderson,Mr Ivan Henderson,15,Labour,1997-05-01,
4050,Gordon,Henderson,Gordon Henderson,4,Conservative,2010-05-06,2024-05-30
473,Mark,Hendrick,Sir Mark Hendrick,15,Labour,2000-09-23,
864,Joseph,Hendron,Joe Hendron,31,Social Democratic & Labour Party,1900-01-01,
1220,Charles,Hendry,Charles Hendry,4,Conservative,1992-04-09,2015-03-30
4467,Andrew,Hendry,Drew Hendry,29,Scottish National Party,2015-05-07,2024-05-30
1650,Stanley,Henig,Stanley Henig,15,Labour,1900-01-01,
4794,Darren,Henry,Darren Henry,4,Conservative,2019-12-12,2024-05-30
520,Stephen,Hepburn,Mr Stephen Hepburn,15,Labour,1997-05-01,2019-10-07
520,Stephen,Hepburn,Mr Stephen Hepburn,8,Independent,2019-10-07,2019-11-06
363,John,Heppell,Mr John Heppell,15,Labour,1992-04-09,
1479,Nick,Herbert,Lord Herbert of South Downs,4,Conservative,2005-05-05,
1437,Sylvia,Hermon,Lady Hermon,38,Ulster Unionist Party,2001-06-07,2010-03-25
1437,Sylvia,Hermon,Lady Hermon,8,Independent,2010-03-25,2019-11-06
94,Michael,Heseltine,Lord Heseltine,4,Conservative,1966-03-31,2019-05-20
94,Michael,Heseltine,Lord Heseltine,49,Non-affiliated,2019-05-21,
94,Michael,Heseltine,Lord Heseltine,4,Conservative,2024-07-09,
493,Stephen,Hesford,Stephen Hesford,15,Labour,1997-05-01,
340,Patricia,Hewitt,Ms Patricia Hewitt,15,Labour,1997-05-01,
340,Patricia,Hewitt,Ms Patricia Hewitt,8,Independent,2010-03-23,
1386,David,Heyes,David Heyes,15,Labour,2001-06-07,2015-03-30
865,Richard,Hickmet,Richard Hickmet,4,Conservative,1900-01-01,
1053,Robert,Hicks,Sir Robert Hicks,4,Conservative,1974-10-10,
1162,Maureen,Hicks,Mrs Maureen Hicks,4,Conservative,1987-06-11,
4833,Antony,Higginbotham,Antony Higginbotham,4,Conservative,2019-12-12,2024-05-30
1067,Terence,Higgins,Lord Higgins,4,Conservative,1997-10-28,2019-01-01
1065,Stanley,Hill,Sir James Hill,4,Conservative,1970-06-18,
203,Trevor,Hill,Keith Hill,15,Labour,1992-04-09,
4644,Michael,Hill,Mike Hill,15,Labour,2017-06-08,
4644,Michael,Hill,Mike Hill,8,Independent,2019-09-22,2019-10-17
4644,Michael,Hill,Mike Hill,15,Labour,2019-10-17,2021-03-16
1524,Margaret,Hillier,Dame Meg Hillier,15,Labour,2005-05-05,
3925,Julie,Hilling,Julie Hilling,15,Labour,2010-05-06,2015-03-30
423,David,Hinchliffe,Mr David Hinchliffe,15,Labour,1987-06-11,
866,Kenneth,Hind,Kenneth Hind,4,Conservative,1900-01-01,
3969,Damian,Hinds,Damian Hinds,4,Conservative,2010-05-06,
867,Michael,Hirst,Sir Michael Hirst,4,Conservative,1983-06-09,
4494,Simon,Hoare,Simon Hoare,4,Conservative,2015-05-07,
1414,Mark,Hoban,Mr Mark Hoban,4,Conservative,2001-06-07,2015-03-30
4602,Wera,Hobhouse,Wera Hobhouse,17,Liberal Democrat,2017-06-08,
140,Margaret,Hodge,Baroness Hodge of Barking,15,Labour,1994-06-09,
1651,Robin,Hodgson,Lord Hodgson of Astley Abbotts,4,Conservative,2000-06-07,
1521,Sharon,Hodgson,Mrs Sharon Hodgson,15,Labour,2005-05-05,
210,Catharine,Hoey,Baroness Hoey,15,Labour,1989-06-15,2019-11-06
210,Catharine,Hoey,Baroness Hoey,49,Non-affiliated,2020-09-14,
349,Douglas,Hogg,Viscount Hailsham,4,Conservative,1979-05-03,
4813,Richard,Holden,Mr Richard Holden,4,Conservative,2019-12-12,
712,Stuart,Holland,Stuart Holland,15,Labour,1900-01-01,
1047,Philip,Holland,Sir Philip Holland,4,Conservative,1959-10-08,2011-06-02
4363,Catherine,Hollern,Kate Hollern,15,Labour,2015-05-07,2024-05-30
4016,George,Hollingbery,Sir George Hollingbery,4,Conservative,2010-05-06,2019-11-06
1652,John,Hollingworth,John Hollingworth,4,Conservative,1900-01-01,
4474,Kevin,Hollinrake,Kevin Hollinrake,4,Conservative,2015-05-07,
1537,Philip,Hollobone,Mr Philip Hollobone,4,Conservative,2005-05-05,2024-05-30
1522,Adam,Holloway,Adam Holloway,4,Conservative,2005-05-05,2024-05-30
1404,Paul,Holmes,Paul Holmes,17,Liberal Democrat,2001-06-07,
4803,Paul,Holmes,Paul Holmes,4,Conservative,2019-12-12,
1653,Mary,Holt,Mary Holt,4,Conservative,1900-01-01,
728,James,Holt,Richard Holt,4,Conservative,1900-01-01,
594,John,Home Robertson,Mr John Home Robertson,15,Labour,1978-10-26,
868,William,Homewood,Bill Homewood,15,Labour,1900-01-01,
582,James,Hood,Mr Jim Hood,15,Labour,1987-06-11,2015-03-30
869,Frank,Hooley,Frank Hooley,15,Labour,1900-01-01,2015-01-21
357,Geoffrey,Hoon,Mr Geoffrey Hoon,15,Labour,1992-04-09,
357,Geoffrey,Hoon,Mr Geoffrey Hoon,8,Independent,2010-03-22,
870,Thomas,Hooson,Tom Hooson,4,Conservative,1900-01-01,
1654,Hugh,Hooson,Lord Hooson,17,Liberal Democrat,1979-07-26,2012-02-21
351,Philip,Hope,Phil Hope,15,Labour,1997-05-01,
1655,Alan,Hopkins,Alan Hopkins,19,National Liberal & Conservative,1900-01-01,2012-11-12
2,Kelvin,Hopkins,Kelvin Hopkins,15,Labour,1997-05-01,2017-11-02
4043,Kris,Hopkins,Kris Hopkins,4,Conservative,2010-05-06,2017-05-03
2,Kelvin,Hopkins,Kelvin Hopkins,8,Independent,2017-11-02,2019-11-06
4873,Rachel,Hopkins,Rachel Hopkins,15,Labour,2019-12-12,
196,John,Horam,Lord Horam,4,Conservative,1992-04-09,
871,Peter,Hordern,Sir Peter Hordern,4,Conservative,1900-01-01,
1499,Martin,Horwood,Martin Horwood,17,Liberal Democrat,2005-05-05,2015-03-30
1514,Stewart,Hosie,Stewart Hosie,29,Scottish National Party,2005-05-05,2024-05-30
82,Michael,Howard,Lord Howard of Lympne,4,Conservative,1983-06-09,
1656,Robert,Howarth,Robert Howarth,15,Labour,1900-01-01,
47,James,Howarth,Sir Gerald Howarth,4,Conservative,1983-06-09,2017-05-03
481,George,Howarth,Sir George Howarth,15,Labour,1986-11-13,2024-05-30
544,Alan,Howarth,Lord Howarth of Newport,15,Labour,1995-10-07,
1495,David,Howarth,David Howarth,17,Liberal Democrat,2005-05-05,
872,Richard,Howe,Lord Howe of Aberavon,4,Conservative,1992-06-30,2015-05-19
997,Denis,Howell,Denis Howell,15,Labour,1900-01-01,
993,David,Howell,Lord Howell of Guildford,4,Conservative,1997-06-06,
1606,John,Howell,John Howell,4,Conservative,2008-06-26,2024-05-30
4830,Paul,Howell,Paul Howell,4,Conservative,2019-12-12,2024-05-30
1102,Geraint,Howells,Geraint Howells,17,Liberal Democrat,1988-03-02,2004-04-17
556,Kim,Howells,Dr Kim Howells,15,Labour,1989-02-23,
1657,William,Howie,Lord Howie of Troon,15,Labour,1978-04-21,2018-05-26
4445,Ben,Howlett,Ben Howlett,4,Conservative,2015-05-07,2017-05-03
1000,Eric,Hoyle,Lord Hoyle,15,Labour,1997-05-01,
467,Lindsay,Hoyle,Sir Lindsay Hoyle,15,Labour,1997-05-01,2019-11-04
467,Lindsay,Hoyle,Sir Lindsay Hoyle,47,Speaker,2019-11-04,
467,Lindsay,Hoyle,Sir Lindsay Hoyle,15,Labour,2019-11-05,
467,Lindsay,Hoyle,Sir Lindsay Hoyle,47,Speaker,2019-11-05,
873,Peter,Hubbard-Miles,Peter Hubbard-Miles,4,Conservative,1900-01-01,
874,Leslie,Huckfield,Les Huckfield,15,Labour,1900-01-01,
4407,Nigel,Huddleston,Nigel Huddleston,4,Conservative,2015-05-07,
4853,Neil,Hudson,Dr Neil Hudson,4,Conservative,2019-12-12,
1004,Gwilym,Hudson Davies,Ednyfed Hudson Davies,32,Social Democratic Party,1981-12-22,
980,Robert,Hughes,Robert Hughes,4,Conservative,1900-01-01,
1063,Royston,Hughes,Roy Hughes,15,Labour,1966-03-31,
1075,William,Hughes,Dr Mark Hughes,15,Labour,1970-06-18,
1163,John,Hughes,John Hughes,15,Labour,1987-06-11,
194,Simon,Hughes,Simon Hughes,17,Liberal Democrat,1988-03-02,2015-03-30
391,Kevin,Hughes,Mr Kevin Hughes,15,Labour,1992-04-09,
459,Beverley,Hughes,Baroness Hughes of Stretford,15,Labour,1997-05-01,
1051,Robert,Hughes,Lord Hughes of Woodside,15,Labour,1997-09-27,2022-01-07
4635,Edmund,Hughes,Eddie Hughes,4,Conservative,2017-06-08,2024-05-30
1517,Christopher,Huhne,Chris Huhne,17,Liberal Democrat,2005-05-05,2013-02-05
464,Jovanka,Humble,Mrs Joan Humble,15,Labour,1997-05-01,
649,John,Hume,Mr John Hume,31,Social Democratic & Labour Party,1983-06-09,
1024,John,Hunt,Sir John Hunt,4,Conservative,1964-10-15,
994,David,Hunt,Lord Hunt of Wirral,4,Conservative,1997-10-20,
1572,Jeremy,Hunt,Jeremy Hunt,4,Conservative,2005-05-05,
4111,Tristram,Hunt,Tristram Hunt,15,Labour,2010-05-06,2017-01-23
4771,Thomas,Hunt,Tom Hunt,4,Conservative,2019-12-12,2024-05-30
4839,Jane,Hunt,Jane Hunt,4,Conservative,2019-12-12,2024-05-30
48,Andrew,Hunter,Mr Andrew Hunter,4,Conservative,1983-06-09,2002-10-02
48,Andrew,Hunter,Mr Andrew Hunter,9,Independent Conservative,2002-10-03,2004-12-12
48,Andrew,Hunter,Mr Andrew Hunter,7,Democratic Unionist Party,2004-12-12,
1598,Mark,Hunter,Mark Hunter,17,Liberal Democrat,2005-07-14,2015-03-30
3931,Julian,Huppert,Dr Julian Huppert,17,Liberal Democrat,2010-05-06,2015-03-30
4511,Rupa,Huq,Dr Rupa Huq,15,Labour,2015-05-07,
4511,Rupa,Huq,Dr Rupa Huq,8,Independent,2022-09-27,
4511,Rupa,Huq,Dr Rupa Huq,15,Labour,2023-03-02,
875,Douglas,Hurd,Lord Hurd of Westwell,4,Conservative,1997-06-13,2016-06-09
1561,Nicholas,Hurd,Mr Nick Hurd,4,Conservative,2005-05-05,2019-11-06
32,Alan,Hurst,Mr Alan Hurst,15,Labour,1997-05-01,
4394,Imran,Hussain,Imran Hussain,15,Labour,2015-05-07,
4394,Imran,Hussain,Imran Hussain,8,Independent,2024-07-23,2025-02-05
494,John,Hutton,Lord Hutton of Furness,15,Labour,1992-04-09,
438,Brian,Iddon,Dr Brian Iddon,15,Labour,1997-05-01,
386,Eric,Illsley,Mr Eric Illsley,15,Labour,1987-06-11,2010-05-20
386,Eric,Illsley,Mr Eric Illsley,8,Independent,2010-05-20,
593,Adam,Ingram,Mr Adam Ingram,15,Labour,1987-06-11,
1476,Ifor,Irranca-Davies,Huw Irranca-Davies,15,Labour,2002-02-14,2016-03-23
876,Michael,Irvine,Michael Irvine,4,Conservative,1900-01-01,
877,Charles,Irving,Sir Charles Irving,4,Conservative,1900-01-01,
468,John,Jack,Mr Michael Jack,4,Conservative,1987-06-11,
4619,Alister,Jack,Mr Alister Jack,4,Conservative,2017-06-08,2024-05-30
1658,Peter,Jackson,Peter Jackson,15,Labour,1900-01-01,
97,Robert,Jackson,Mr Robert Jackson,4,Conservative,1979-06-10,2005-01-15
399,Helen,Jackson,Helen Jackson,15,Labour,1992-04-09,
175,Glenda,Jackson,Glenda Jackson,15,Labour,1992-04-09,2015-03-30
97,Robert,Jackson,Mr Robert Jackson,15,Labour,2005-01-15,
1551,Stewart,Jackson,Lord Jackson of Peterborough,4,Conservative,2005-05-05,
1573,Siân,James,Mrs Siân C. James,15,Labour,2005-05-05,2015-03-30
4115,Margot,James,Margot James,4,Conservative,2010-05-06,
4115,Margot,James,Margot James,8,Independent,2019-09-03,
4115,Margot,James,Margot James,4,Conservative,2019-10-30,2019-11-06
4073,Sarah,James (Wollaston),Dr Sarah Wollaston,4,Conservative,2010-05-06,2019-02-20
4073,Sarah,James (Wollaston),Dr Sarah Wollaston,8,Independent,2019-02-20,2019-04-18
4073,Sarah,James (Wollaston),Dr Sarah Wollaston,1007,Change UK - The Independent Group,2019-04-18,2019-06-04
4073,Sarah,James (Wollaston),Dr Sarah Wollaston,1004,The Independent Group for Change,2019-04-18,2019-06-04
4073,Sarah,James (Wollaston),Dr Sarah Wollaston,8,Independent,2019-06-04,
4073,Sarah,James (Wollaston),Dr Sarah Wollaston,17,Liberal Democrat,2019-08-15,2019-11-06
232,David,Jamieson,Mr David Jamieson,15,Labour,1992-04-09,
4011,Cathy,Jamieson,Cathy Jamieson,15,Labour,2010-05-06,2015-03-30
879,Timothy,Janman,Tim Janman,4,Conservative,1900-01-01,
880,Greville,Janner,Lord Janner of Braunstone,15,Labour,1997-10-25,2015-12-19
4634,Christine,Jardine,Christine Jardine,17,Liberal Democrat,2017-06-08,
4243,Daniel,Jarvis,Dan Jarvis,15,Labour,2011-03-03,
3945,Sajid,Javid,Sir Sajid Javid,4,Conservative,2010-05-06,2024-05-30
881,Douglas,Jay,Douglas Jay,15,Labour,1900-01-01,
4498,Ranil,Jayawardena,Mr Ranil Jayawardena,4,Conservative,2015-05-07,2024-05-30
1097,Charles,Jenkin,Lord Jenkin of Roding,4,Conservative,1987-11-03,2015-01-06
40,Bernard,Jenkin,Sir Bernard Jenkin,4,Conservative,1992-04-09,
732,Roy,Jenkins,Roy Jenkins,17,Liberal Democrat,1988-03-02,2003-01-05
289,Brian,Jenkins,Mr Brian Jenkins,15,Labour,1996-04-11,
4752,Mark,Jenkinson,Mark Jenkinson,4,Conservative,2019-12-12,2024-05-30
4490,Andrea,Jenkyns,Dame Andrea Jenkyns,4,Conservative,2015-05-07,2024-05-30
4320,Robert,Jenrick,Robert Jenrick,4,Conservative,2014-06-05,
1069,Thomas,Jessel,Toby Jessel,4,Conservative,1970-06-18,
708,Brynmor,John,Brynmor John,15,Labour,1900-01-01,
1014,James,Johnson,James Johnson,15,Labour,1950-02-23,
1073,Walter,Johnson,Walter Johnson,15,Labour,1970-06-18,
376,Alan,Johnson,Alan Johnson,15,Labour,1997-05-01,2017-05-03
74,Melanie,Johnson,Miss Melanie Johnson,15,Labour,1997-05-01,
1423,Alexander,Johnson,Boris Johnson,4,Conservative,2001-06-07,2023-06-12
1533,Diana,Johnson,Dame Diana Johnson,15,Labour,2005-05-05,
4039,Jo,Johnson,Lord Johnson of Marylebone,4,Conservative,2010-05-06,
3970,Gareth,Johnson,Gareth Johnson,4,Conservative,2010-05-06,2024-05-30
4592,Caroline,Johnson,Dr Caroline Johnson,4,Conservative,2016-12-08,
4824,Kim,Johnson,Kim Johnson,15,Labour,2019-12-12,
29,Geoffrey,Johnson Smith,Sir Geoffrey Johnson Smith,4,Conservative,1959-10-08,2010-08-12
4761,David,Johnston,David Johnston,4,Conservative,2019-12-12,2024-05-30
991,Daniel,Jones,Dan Jones,15,Labour,1900-01-01,
1659,Gwynoro,Jones,Gwynoro Jones,15,Labour,1900-01-01,
1071,Trevor,Jones,Alec Jones,15,Labour,1967-03-09,
530,Stephen,Jones,Lord Jones,15,Labour,1970-06-18,
1147,Gwilym,Jones,Gwilym Jones,4,Conservative,1983-06-09,
531,Martyn,Jones,Mr Martyn Jones,15,Labour,1987-06-11,
550,Ieuan,Jones,Mr Ieuan Wyn Jones,22,Plaid Cymru,1987-06-11,
560,Jonathan,Jones,Mr Jon Owen Jones,15,Labour,1992-04-09,
303,Lynne,Jones,Lynne Jones,15,Labour,1992-04-09,
248,Nigel,Jones,Lord Jones of Cheltenham,17,Liberal Democrat,1992-04-09,2022-11-07
432,Helen,Jones,Helen Jones,15,Labour,1997-05-01,2019-11-06
323,Jennifer,Jones,Ms Jenny Jones,15,Labour,1997-05-01,
362,Fiona,Jones,Ms Fiona Jones,15,Labour,1997-05-01,
1438,Kevan,Jones,Lord Beamish,15,Labour,2001-06-07,
1502,David,Jones,Mr David Jones,4,Conservative,2005-05-05,2024-05-30
3956,Susan,Jones,Susan Elan Jones,15,Labour,2010-05-06,2019-11-06
3996,Andrew,Jones,Andrew Jones,4,Conservative,2010-05-06,2024-05-30
4024,Marcus,Jones,Mr Marcus Jones,4,Conservative,2010-05-06,2024-05-30
3999,Graham,Jones,Graham P Jones,15,Labour,2010-05-06,2019-11-06
4501,Gerald,Jones,Gerald Jones,15,Labour,2015-05-07,
4631,Sarah,Jones,Sarah Jones,15,Labour,2017-06-08,
4621,Darren,Jones,Darren Jones,15,Labour,2017-06-08,
4716,Ruth,Jones,Ruth Jones,15,Labour,2019-04-04,
4763,Fay,Jones,Fay Jones,4,Conservative,2019-12-12,2024-05-30
883,Thomas,Jopling,Lord Jopling,4,Conservative,1997-06-05,
2976,Keith,Joseph,Lord Joseph,4,Conservative,1900-01-01,
159,Tessa,Jowell,Baroness Jowell,15,Labour,1992-04-09,2018-05-12
603,Eric,Joyce,Eric Joyce,15,Labour,2000-12-21,2012-02-23
603,Eric,Joyce,Eric Joyce,8,Independent,2012-02-23,2015-03-30
1660,Frank,Judd,Lord Judd,15,Labour,1991-06-10,2021-04-17
4862,Simon,Jupp,Simon Jupp,4,Conservative,2019-12-12,2024-05-30
885,Donald,Kaberry,Sir Donald Kaberry,4,Conservative,1900-01-01,
4316,Michael,Kane,Mike Kane,15,Labour,2014-02-13,
451,Gerald,Kaufman,Sir Gerald Kaufman,15,Labour,1970-06-18,2017-02-26
1566,Daniel,Kawczynski,Daniel Kawczynski,4,Conservative,2005-05-05,2024-05-30
4805,Alicia,Kearns,Alicia Kearns,4,Conservative,2019-12-12,
354,Sally,Keeble,Ms Sally Keeble,15,Labour,1997-05-01,
4680,Gillian,Keegan,Gillian Keegan,4,Conservative,2017-06-08,2024-05-30
1588,Barbara,Keeley,Baroness Keeley,15,Labour,2005-05-05,
169,David Alan,Keen,Alan Keen,15,Labour,1992-04-09,2011-11-10
148,Ann,Keen,Ann Keen,15,Labour,1997-05-01,
266,Paul,Keetch,Mr Paul Keetch,17,Liberal Democrat,1997-05-01,
886,Mary,Kellett-Bowman,Dame Elaine Kellett-Bowman,4,Conservative,1900-01-01,
439,Ruth,Kelly,Ruth Kelly,15,Labour,1997-05-01,
3975,Chris,Kelly,Chris Kelly,4,Conservative,2010-05-06,2015-03-30
519,Fraser,Kemp,Mr Fraser Kemp,15,Labour,1997-05-01,
4026,Elizabeth,Kendall,Liz Kendall,15,Labour,2010-05-06,
634,Charles,Kennedy,Mr Charles Kennedy,17,Liberal Democrat,1988-03-19,2015-03-30
486,Jane,Kennedy,Jane Kennedy,15,Labour,1992-04-09,
4455,Seema,Kennedy,Seema Kennedy,4,Conservative,2015-05-07,2019-11-06
4416,George,Kerevan,George Kerevan,29,Scottish National Party,2015-05-07,2017-05-03
887,Russell,Kerr,Russell Kerr,15,Labour,1900-01-01,
4379,Calum,Kerr,Calum Kerr,29,Scottish National Party,2015-05-07,2017-05-03
4604,Stephen,Kerr,Stephen Kerr,4,Conservative,2017-06-08,2019-11-06
262,Simon,Key,Robert Key,4,Conservative,1983-06-09,
162,Piara,Khabra,Mr Piara S Khabra,15,Labour,1992-04-09,2007-06-19
1577,Sadiq,Khan,Sadiq Khan,15,Labour,2005-05-05,2016-05-09
4671,Mohammed,Khan,Afzal Khan,15,Labour,2017-06-08,
283,David,Kidney,Mr David Kidney,15,Labour,1997-05-01,
485,Peter,Kilfoyle,Mr Peter Kilfoyle,15,Labour,1991-07-04,
4672,Gerard,Killen,Ged Killen,15,Labour,2017-06-08,2019-11-06
889,Robert,Kilroy-Silk,Robert Kilroy-Silk,35,UK Independence Party,2004-06-10,2005-01-20
889,Robert,Kilroy-Silk,Robert Kilroy-Silk,8,Independent,2005-01-30,
890,Marcus,Kimball,Lord Kimball,4,Conservative,1985-05-09,2014-03-26
4381,Danny,Kinahan,Danny Kinahan,38,Ulster Unionist Party,2015-05-07,2017-05-03
254,Thomas,King,Lord King of Bridgwater,4,Conservative,1970-03-12,
1149,Roger,King,Roger King,4,Conservative,1983-06-09,
143,Oona,King,Baroness King of Bow,15,Labour,1997-05-01,2024-07-09
292,Andrew,King,Andy King,15,Labour,1997-05-01,
251,Teresa,Kingham,Ms Tess Kingham,15,Labour,1997-05-01,
693,Neil,Kinnock,Lord Kinnock,15,Labour,2005-01-28,
4359,Stephen,Kinnock,Stephen Kinnock,15,Labour,2015-05-07,
3929,Simon,Kirby,Simon Kirby,4,Conservative,2010-05-06,2017-05-03
265,Julie,Kirkbride,Julie Kirkbride,4,Conservative,1997-05-01,
891,Timothy,Kirkhope,Lord Kirkhope of Harrogate,4,Conservative,2016-10-07,
635,Archibald,Kirkwood,Lord Kirkwood of Kirkhope,17,Liberal Democrat,1988-03-02,2020-09-02
1208,Roger,Knapman,Mr Roger Knapman,35,UK Independence Party,2004-06-10,
2093,Joan,Knight,Baroness Knight of Collingtree,4,Conservative,1900-01-01,2016-03-24
1200,Gregory,Knight,Sir Greg Knight,4,Conservative,1983-06-09,2024-05-30
1167,Angela,Knight,Mrs Angela Knight,4,Conservative,1992-04-09,
4160,James,Knight,Lord Knight of Weymouth,15,Labour,2001-06-07,
4410,Julian,Knight,Julian Knight,4,Conservative,2015-05-07,
4410,Julian,Knight,Julian Knight,8,Independent,2022-12-07,2024-05-30
4773,Kate,Kniveton,Kate Kniveton,4,Conservative,2019-12-12,2024-05-30
1150,Michael,Knowles,Michael Knowles,4,Conservative,1983-06-09,
995,David,Knox,Sir David Knox,4,Conservative,1900-01-01,
1557,Susan,Kramer,Baroness Kramer,17,Liberal Democrat,2005-05-05,
4858,Daniel,Kruger,Danny Kruger,4,Conservative,2019-12-12,
502,Ashok,Kumar,Dr Ashok Kumar,15,Labour,1991-11-07,2010-03-15
4134,Kwasi,Kwarteng,Kwasi Kwarteng,4,Conservative,2010-05-06,2024-05-30
4505,Peter,Kyle,Peter Kyle,15,Labour,2015-05-07,
1168,George,Kynoch,George Kynoch,4,Conservative,1992-04-09,
90,Stephen,Ladyman,Dr Stephen Ladyman,15,Labour,1997-05-01,
36,Eleanor,Laing,Baroness Laing of Elderslie,4,Conservative,1997-05-01,
4660,Lesley,Laird,Lesley Laird,15,Labour,2017-06-08,2019-11-06
142,Jacqueline,Lait,Mrs Jacqui Lait,4,Conservative,1992-04-09,
4630,Ben,Lake,Ben Lake,22,Plaid Cymru,2017-06-08,
1439,Norman,Lamb,Norman Lamb,17,Liberal Democrat,2001-06-07,2019-11-06
892,David,Lambie,David Lambie,15,Labour,1900-01-01,
893,Harry,Lamborn,Harry Lamborn,15,Labour,1900-01-01,
206,David,Lammy,Mr David Lammy,15,Labour,2000-06-22,
895,Norman,Lamont,Lord Lamont of Lerwick,4,Conservative,1998-07-24,
4608,John,Lamont,John Lamont,4,Conservative,2017-06-08,
1544,Mark,Lancaster,Lord Lancaster of Kimbolton,4,Conservative,2005-05-05,
896,Ian,Lang,Lord Lang of Monkton,4,Conservative,1997-09-29,2022-06-30
897,John,Langford-Holt,Sir John Langford-Holt,4,Conservative,1900-01-01,
123,Andrew,Lansley,Lord Lansley,4,Conservative,1997-05-01,
4852,Robert,Largan,Robert Largan,4,Conservative,2019-12-12,2024-05-30
1661,Arthur,Latham,Arthur Latham,15,Labour,1900-01-01,
1033,Michael,Latham,Sir Michael Latham,4,Conservative,1974-02-28,
4025,Pauline,Latham,Mrs Pauline Latham,4,Conservative,2010-05-06,2024-05-30
4139,Ian,Lavery,Ian Lavery,15,Labour,2010-05-06,
1485,Peter,Law,Peter Law,15,Labour,1999-05-06,2005-05-05
1485,Peter,Law,Peter Law,8,Independent,2005-05-05,2006-04-25
4403,Christopher,Law,Chris Law,29,Scottish National Party,2015-05-07,
898,Geoffrey,Lawler,Geoffrey Lawler,4,Conservative,1900-01-01,
1013,Ivan,Lawrence,Sir Ivan Lawrence,4,Conservative,1974-02-28,
540,Jacqueline,Lawrence,Mrs Jackie Lawrence,15,Labour,1997-05-01,
1473,David,Laws,Mr David Laws,17,Liberal Democrat,2001-06-07,2015-03-30
1039,Nigel,Lawson,Lord Lawson of Blaby,4,Conservative,1992-07-01,2022-12-31
327,Robert,Laxton,Mr Bob Laxton,15,Labour,1997-05-01,
1411,Marek,Lazarowicz,Mark Lazarowicz,15,Labour,2001-06-07,2015-03-30
899,Spencer,Le Marchant,Sir Spencer Le Marchant,4,Conservative,1900-01-01,
900,Edward,Leadbitter,Ted Leadbitter,15,Labour,1900-01-01,
4117,Andrea,Leadsom,Andrea Leadsom,4,Conservative,2010-05-06,2024-05-30
1662,John,Lee,John Lee,15,Labour,1900-01-01,
1132,John,Lee,Lord Lee of Trafford,17,Liberal Democrat,2006-05-26,
3921,Phillip,Lee,Dr Phillip Lee,4,Conservative,2010-05-06,
3993,Jessica,Lee,Jessica Lee,4,Conservative,2010-05-06,2015-03-30
4664,Karen,Lee,Karen Lee,15,Labour,2017-06-08,2019-11-06
3921,Phillip,Lee,Dr Phillip Lee,17,Liberal Democrat,2019-09-03,2019-11-06
1543,John,Leech,Mr John Leech,17,Liberal Democrat,2005-05-05,2015-03-30
4109,Jeremy,Lefroy,Jeremy Lefroy,4,Conservative,2010-05-06,2019-11-06
901,Barry,Legg,Barry Legg,4,Conservative,1900-01-01,
345,Edward,Leigh,Sir Edward Leigh,4,Conservative,1983-06-09,
4517,Lucy,Leigh (Frazer),Lucy Frazer,4,Conservative,2015-05-07,2024-05-30
902,Mark,Lennox-Boyd,Sir Mark Lennox-Boyd,4,Conservative,1900-01-01,
1663,Richard,Leonard,Richard Leonard,15,Labour,1900-01-01,
24,David,Lepper,David Lepper,15,Labour,1997-05-01,
422,Christopher,Leslie,Mr Chris Leslie,15,Labour,1997-05-01,2019-02-18
3933,Charlotte,Leslie,Charlotte Leslie,4,Conservative,2010-05-06,2017-05-03
422,Christopher,Leslie,Mr Chris Leslie,8,Independent,2019-02-18,2019-04-18
422,Christopher,Leslie,Mr Chris Leslie,1007,Change UK - The Independent Group,2019-04-18,2019-07-05
422,Christopher,Leslie,Mr Chris Leslie,1004,The Independent Group for Change,2019-04-18,
422,Christopher,Leslie,Mr Chris Leslie,1004,The Independent Group for Change,2019-07-05,2019-11-06
903,James,Lester,Sir James Lester,4,Conservative,1900-01-01,
2465,Joan,Lestor,Baroness Lestor of Eccles,15,Labour,1966-03-31,
247,Oliver,Letwin,Sir Oliver Letwin,4,Conservative,1997-05-01,
247,Oliver,Letwin,Sir Oliver Letwin,8,Independent,2019-09-03,
330,Tom,Levitt,Tom Levitt,15,Labour,1997-05-01,
4749,Ian,Levy,Ian Levy,4,Conservative,2019-12-12,2024-05-30
